,TotalPop,Hispanic,White,Black,Asian,Income,Poverty,Unemployment,Professional,Service,Drive,1,2,3,4,5,6,7,8,9,10
46056,2182,11.8,9.0,72.1,0.3,26364.0,45.2,25.0,29.8,19.3,52.9,0,0,2,2,3,3,3,5,8,8
46057,1710,9.1,12.3,75.7,2.3,29757.0,43.6,30.6,14.4,38.9,69.6,0,0,2,2,3,3,3,5,8,8
46058,4064,9.2,48.7,39.4,0.0,46444.0,15.7,12.3,32.4,20.3,68.5,0,0,2,2,2,1,2,4,4,6
46059,3892,7.7,38.2,44.7,0.0,22909.0,43.5,15.0,23.0,35.2,54.7,0,0,2,3,3,3,3,5,8,8
46060,2118,2.5,53.1,20.2,18.2,19651.0,29.0,5.4,45.5,17.7,67.0,0,1,1,0,1,1,2,3,3,6
46061,2641,3.1,76.0,17.9,0.0,69093.0,6.5,7.1,37.8,13.7,76.3,0,1,1,1,1,1,2,4,4,4
46062,2733,0.8,96.7,0.0,1.0,87331.0,8.1,3.5,46.7,13.9,92.4,0,1,1,1,1,1,1,1,1,4
46063,5590,1.5,93.4,0.4,3.2,68261.0,12.3,4.2,37.6,17.9,83.1,0,1,1,1,1,1,1,1,1,4
46064,5892,1.9,95.4,1.5,0.0,64272.0,5.6,9.2,37.7,16.6,92.8,0,1,1,1,1,1,1,4,4,4
46065,2768,1.4,93.2,1.2,0.4,89271.0,4.9,6.0,42.7,13.2,89.1,0,1,1,1,1,1,1,1,1,4
46066,3641,1.2,90.7,4.0,0.9,100943.0,1.9,5.1,40.6,11.1,93.0,0,1,1,1,1,1,1,1,1,1
46067,4122,3.1,95.5,1.2,0.2,87535.0,6.4,3.2,41.7,14.7,92.6,0,1,1,1,1,1,1,1,1,1
46068,2433,3.0,91.0,4.2,0.5,85139.0,5.0,4.2,41.9,14.6,85.8,0,1,1,1,1,1,1,1,1,4
46069,2326,2.8,87.4,1.7,6.2,59643.0,5.4,3.7,34.0,23.4,74.6,0,1,1,1,1,1,2,4,4,4
46070,1821,1.8,89.7,1.9,0.0,41250.0,11.6,11.9,29.7,15.4,84.9,0,1,1,1,1,1,2,4,4,4
46071,4898,2.6,88.5,4.4,0.0,44224.0,12.6,7.1,31.1,18.2,80.2,0,1,1,1,1,1,2,4,4,4
46072,2295,0.0,92.8,1.2,4.2,56346.0,13.1,5.8,32.6,16.8,87.2,0,1,1,1,1,1,2,4,4,4
46073,3522,4.1,89.8,1.8,3.4,59016.0,6.2,4.9,38.2,20.3,87.2,0,1,1,1,1,1,2,4,4,4
46074,3835,4.0,90.2,1.5,3.2,56486.0,6.1,4.5,44.3,15.2,92.1,0,1,1,1,1,1,1,4,4,4
46075,2826,3.9,89.8,3.9,0.0,82396.0,10.0,5.9,54.0,13.3,86.2,0,1,1,1,1,1,1,1,1,1
46076,3390,2.5,90.8,3.6,0.5,67045.0,11.7,3.9,40.4,15.5,82.1,0,1,1,1,1,1,2,4,4,4
46077,5863,1.3,88.7,7.3,0.8,79290.0,4.3,5.0,45.3,13.8,83.5,0,1,1,1,1,1,1,1,1,1
46078,3524,5.4,73.6,11.3,3.1,47396.0,23.2,7.5,36.7,18.3,89.3,0,1,1,1,1,1,2,4,4,4
46079,3708,1.1,91.6,3.0,1.5,60598.0,12.7,4.4,32.3,13.5,85.5,0,1,1,1,1,1,2,4,4,4
46080,4546,8.3,80.8,4.5,3.1,89500.0,6.4,4.3,45.2,17.1,91.1,0,1,1,1,1,1,1,1,1,1
46081,4881,2.5,84.9,5.7,3.2,74750.0,7.8,3.2,42.1,12.1,86.6,0,1,1,1,1,1,1,1,1,1
46082,3988,1.6,88.7,3.2,1.4,82813.0,10.2,3.8,54.1,9.6,85.3,0,1,1,1,1,1,1,1,1,1
46083,2385,3.0,91.7,0.7,3.2,121250.0,5.0,3.6,58.9,6.8,87.2,0,1,1,1,1,5,1,1,1,1
46084,6787,3.5,81.1,12.3,1.6,87391.0,8.4,5.0,35.7,14.2,81.6,0,1,1,1,1,1,1,1,1,1
46085,3178,1.0,96.6,1.0,0.3,58264.0,5.2,3.5,33.7,15.5,88.1,0,1,1,1,1,1,2,4,4,4
46086,6800,1.8,91.1,4.4,1.4,87102.0,8.8,2.9,57.5,6.8,89.2,0,1,1,1,1,5,1,1,1,1
46087,4428,1.9,95.6,0.5,1.4,74140.0,8.8,4.8,41.3,7.6,80.6,0,1,1,1,1,1,1,1,1,1
46088,6016,4.8,93.4,0.2,0.7,94574.0,5.1,3.2,46.3,15.7,85.5,0,1,1,1,1,1,1,1,1,1
46089,5414,2.9,93.1,0.0,1.9,74094.0,4.6,6.4,40.8,14.7,83.4,0,1,1,1,1,1,1,1,1,1
46090,3521,0.3,92.3,1.5,2.5,41322.0,7.9,7.0,35.9,19.7,87.2,0,1,1,1,1,1,2,4,4,4
46091,6196,1.8,94.9,0.0,0.4,51958.0,6.4,6.3,37.3,15.6,80.2,0,1,1,1,1,1,1,4,4,4
46092,3649,2.6,93.5,0.2,1.0,74453.0,8.4,3.2,45.0,11.4,83.2,0,1,1,1,1,1,1,1,1,1
46093,5831,2.4,96.5,0.1,0.0,58934.0,10.4,7.2,30.5,15.5,87.6,0,1,1,1,1,1,2,4,4,4
46094,4622,2.5,91.3,0.5,3.4,92234.0,4.3,4.5,55.6,14.0,89.7,0,1,1,1,1,5,1,1,1,1
46095,1149,2.3,90.1,4.0,0.4,49727.0,10.8,4.5,36.7,16.4,88.8,0,1,1,1,1,1,2,4,4,4
46096,3508,3.6,89.8,1.3,4.0,80313.0,7.9,4.0,48.9,13.3,88.9,0,1,1,1,1,1,1,1,1,1
46097,4217,1.2,94.4,0.6,2.4,70000.0,8.2,1.6,42.7,13.7,89.0,0,1,1,1,1,1,1,1,1,4
46098,3705,4.1,89.4,1.7,2.2,55880.0,4.4,7.6,36.4,21.5,84.4,0,1,1,1,1,1,2,4,4,4
46099,5227,2.2,92.4,0.9,3.0,64231.0,3.3,3.6,45.6,16.3,89.8,0,1,1,1,1,1,1,1,1,1
46100,1980,4.0,90.7,0.7,1.7,61524.0,6.6,6.5,33.3,17.3,86.2,0,1,1,1,1,1,2,4,4,4
46101,2995,0.6,94.5,2.9,0.2,55978.0,5.2,9.2,30.5,23.8,90.3,0,1,1,1,1,1,2,4,4,4
46102,2601,12.0,72.6,2.0,1.8,37467.0,22.0,11.3,23.1,35.6,80.5,0,0,2,1,3,1,2,4,4,6
46103,3837,8.8,78.9,1.4,1.4,52588.0,11.9,3.0,31.1,18.9,90.7,0,1,1,1,1,1,2,4,4,4
46104,4679,3.0,92.4,3.7,0.0,76814.0,7.4,2.6,46.9,20.6,81.4,0,1,1,1,1,1,1,1,1,1
46105,2674,0.0,96.7,1.5,0.0,69010.0,5.5,6.3,43.4,10.8,86.2,0,1,1,1,1,1,1,4,4,4
46106,2199,1.7,94.7,1.5,0.3,55761.0,7.2,2.9,48.6,12.5,76.5,0,1,1,1,1,1,2,4,4,4
46107,5406,3.2,87.3,4.1,3.1,61902.0,5.6,5.7,46.0,15.8,88.5,0,1,1,1,1,1,1,1,1,1
46108,5580,2.5,90.1,3.4,2.8,69573.0,3.8,0.7,52.1,6.9,89.6,0,1,1,1,1,1,1,1,1,1
46109,2895,0.8,87.1,5.7,3.1,53101.0,3.5,3.2,50.5,12.6,90.3,0,1,1,1,1,1,1,1,1,4
46110,4741,1.0,81.8,8.8,6.5,46237.0,15.2,3.7,24.2,26.0,83.6,0,1,1,1,1,1,2,4,4,4
46111,2158,0.5,94.5,2.8,0.3,56750.0,6.0,4.5,40.9,16.6,83.5,0,1,1,1,1,1,2,4,4,4
46112,2986,9.9,80.6,3.8,0.6,46598.0,12.9,5.1,18.1,20.9,79.8,0,1,1,1,1,1,2,4,4,4
46113,3699,5.2,82.8,6.4,1.6,45122.0,26.7,6.5,23.2,21.6,77.7,0,1,1,1,1,1,2,4,4,6
46114,3643,4.6,87.0,1.7,0.0,51184.0,15.3,5.8,34.2,23.4,88.1,0,1,1,1,1,1,2,4,4,4
46115,3017,1.7,95.2,1.5,0.3,37225.0,20.7,3.0,31.5,22.5,78.7,0,1,1,1,1,1,2,4,4,4
46116,2366,1.0,81.4,5.9,6.8,47316.0,11.1,13.1,21.2,30.7,74.8,0,1,1,1,1,1,2,4,4,4
46117,3774,0.7,91.3,1.7,4.7,52656.0,5.3,7.6,36.6,15.0,82.7,0,1,1,1,1,1,2,4,4,4
46118,5012,6.8,65.3,14.3,8.6,65485.0,14.7,4.5,45.8,16.5,79.9,0,1,1,1,1,1,1,1,1,1
46119,5886,1.7,78.8,5.4,10.5,90333.0,3.3,3.8,59.7,11.4,75.5,0,1,1,1,1,5,1,1,1,1
46120,3150,2.1,87.7,1.6,5.3,115875.0,11.0,1.6,59.7,11.9,82.8,0,1,1,1,1,5,1,1,1,1
46121,2412,5.1,71.5,17.2,3.7,85688.0,6.9,3.8,54.4,12.6,84.9,0,1,1,1,1,1,1,1,1,1
46122,4588,1.9,92.3,0.6,4.4,94702.0,3.6,4.2,57.2,9.7,86.9,0,1,1,1,1,5,1,1,1,1
46123,5699,0.5,87.1,2.7,4.1,66181.0,4.2,6.0,58.7,10.9,84.8,0,1,1,1,1,1,1,1,1,1
46124,3069,3.8,84.3,2.9,7.2,80754.0,4.5,3.0,50.9,14.5,82.4,0,1,1,1,1,1,1,1,1,1
46125,4630,0.4,83.2,8.3,5.4,126615.0,2.7,4.7,63.9,6.8,84.2,0,1,1,1,1,5,1,1,1,1
46126,2642,0.6,85.6,4.0,6.4,97708.0,6.5,3.7,60.0,8.8,81.0,0,1,1,1,1,5,1,1,1,1
46127,5594,2.7,87.7,4.2,0.0,60434.0,5.6,4.1,39.9,17.4,86.1,0,1,1,1,1,1,1,1,1,4
46128,2752,0.7,97.2,0.0,2.1,70948.0,4.8,7.8,50.2,13.8,82.3,0,1,1,1,1,1,1,1,1,4
46129,3308,0.9,96.7,0.3,0.0,81332.0,3.5,5.9,48.9,9.4,91.8,0,1,1,1,1,1,1,1,1,1
46130,7320,2.8,89.0,0.8,4.8,111049.0,3.5,1.7,52.5,8.6,82.4,0,1,1,1,1,5,1,1,1,1
46131,4913,0.2,86.2,2.8,5.9,66323.0,13.2,8.3,35.9,22.1,88.9,0,1,1,1,1,1,2,4,4,4
46132,3408,2.0,91.8,0.1,1.5,79659.0,4.0,3.5,40.5,13.1,88.3,0,1,1,1,1,1,1,1,1,4
46133,2928,2.9,93.9,0.8,1.8,98750.0,1.5,6.8,49.8,14.7,91.5,0,1,1,1,1,1,1,1,1,1
46134,2684,3.5,78.6,2.9,11.9,93651.0,5.0,3.1,50.2,12.7,77.3,0,1,1,1,1,5,1,1,1,1
46135,2351,2.9,60.6,20.3,0.9,48887.0,16.0,9.4,30.5,24.3,81.4,0,1,1,1,1,1,2,4,4,4
46136,7496,3.2,89.2,3.6,2.1,97267.0,3.8,5.2,56.1,11.0,87.5,0,1,1,1,1,5,1,1,1,1
46137,4153,2.9,91.3,1.4,1.2,66415.0,6.9,3.6,49.5,14.4,90.8,0,1,1,1,1,1,1,1,1,1
46138,1707,3.9,92.4,1.2,0.8,72989.0,6.8,1.1,42.4,15.8,79.0,0,1,1,1,1,1,1,4,4,4
46139,4472,0.6,96.8,0.4,1.5,74554.0,2.9,3.1,43.1,14.8,80.0,0,1,1,1,1,1,1,1,1,1
46140,4773,0.6,98.3,0.0,0.3,74331.0,4.5,4.4,50.4,14.5,86.7,0,1,1,1,1,1,1,1,1,1
46141,2471,0.1,97.2,0.0,1.1,97109.0,1.1,5.2,64.9,7.4,84.0,0,1,1,1,1,5,1,1,1,1
46142,1658,1.5,98.2,0.0,0.0,83194.0,6.3,3.7,46.1,11.4,87.5,0,1,1,1,1,1,1,1,1,4
46143,2558,1.3,96.6,0.0,0.0,71632.0,12.4,6.9,42.2,16.3,78.9,0,1,1,1,1,1,2,4,4,4
46144,2718,2.2,93.6,0.9,0.9,64000.0,6.9,3.6,43.9,17.4,71.7,0,1,1,1,1,1,2,4,4,4
46145,2306,11.1,87.1,0.5,0.7,72879.0,5.6,3.4,31.1,16.9,67.0,0,1,1,1,1,1,2,4,4,4
46147,3575,1.5,94.1,1.7,1.8,115000.0,4.7,0.7,65.9,9.0,85.7,0,1,1,1,1,5,1,1,1,1
46148,11106,0.3,94.8,0.8,1.6,91512.0,1.5,3.1,50.4,12.6,86.1,0,1,1,1,1,5,1,1,1,1
46149,6900,3.8,90.1,4.9,0.2,63287.0,11.7,5.5,41.3,13.4,83.8,0,1,1,1,1,1,1,1,1,1
46150,5991,5.0,89.3,1.9,1.0,74772.0,3.0,1.6,49.9,14.5,85.0,0,1,1,1,1,1,1,1,1,1
46151,4440,3.3,92.7,2.6,0.0,55446.0,8.3,4.3,34.4,17.3,83.6,0,1,1,1,1,1,2,4,4,4
46152,4929,0.9,97.7,0.3,0.0,50357.0,14.6,5.5,25.1,20.1,88.3,0,1,1,1,1,1,2,4,4,4
46153,6945,0.8,96.0,1.1,0.7,64599.0,7.8,2.9,36.1,16.4,87.9,0,1,1,1,1,1,1,1,1,1
46154,6118,1.8,97.1,0.3,0.0,63424.0,8.3,7.8,35.5,14.8,85.5,0,1,1,1,1,1,1,4,4,4
46155,6343,0.3,95.8,1.1,0.5,79083.0,5.9,3.7,48.0,10.9,87.5,0,1,1,1,1,1,1,1,1,1
46156,4390,3.6,92.7,1.7,0.9,55050.0,12.3,5.0,37.2,16.8,89.0,0,1,1,1,1,1,2,4,4,4
46157,3129,1.0,97.2,1.6,0.0,43125.0,13.3,8.7,36.9,19.1,81.1,0,1,1,1,1,1,2,4,4,4
46158,2140,1.8,94.3,1.1,2.8,70427.0,9.9,2.1,57.0,16.1,84.0,0,1,1,1,1,1,1,1,1,4
46159,2867,2.1,87.3,1.5,2.2,44521.0,14.1,4.9,46.0,15.5,71.5,0,1,1,1,1,1,2,4,4,4
46160,2266,3.4,93.0,1.1,1.6,41542.0,21.7,4.6,39.8,26.2,85.2,0,1,1,1,1,1,2,4,4,4
46161,3736,5.1,90.2,3.4,0.0,64808.0,11.8,4.0,34.4,19.3,84.9,0,1,1,1,1,1,2,4,4,4
46162,4262,1.9,97.0,0.1,0.7,57240.0,9.5,7.9,31.8,16.2,91.6,0,1,1,1,1,1,2,4,4,4
46163,2703,1.7,95.9,0.1,1.2,72802.0,6.2,0.6,35.0,14.2,89.0,0,1,1,1,1,1,1,4,4,4
46164,3248,15.1,73.3,1.9,7.4,50766.0,19.9,9.8,42.1,17.6,83.6,0,1,1,1,1,1,2,4,4,4
46165,3568,17.1,77.7,4.2,0.5,48994.0,14.3,6.2,43.8,18.2,82.1,0,1,1,1,1,1,2,4,4,4
46166,1987,24.4,54.1,17.9,0.0,34265.0,20.6,5.0,27.1,20.3,71.8,0,1,1,1,1,1,2,4,4,6
46167,2699,22.9,59.8,9.9,4.3,30417.0,21.6,20.0,24.1,30.0,68.1,0,0,2,3,3,3,3,5,8,6
46168,4806,11.6,71.4,8.0,7.5,52045.0,21.0,2.2,37.0,27.1,41.1,0,1,1,1,1,1,2,3,3,6
46169,5029,6.4,90.4,0.0,0.0,64620.0,5.3,3.2,36.7,11.8,82.1,0,1,1,1,1,1,1,1,1,4
46170,3867,0.7,97.5,0.1,0.2,72067.0,6.7,3.0,36.4,17.6,84.6,0,1,1,1,1,1,1,4,4,4
46171,2447,2.0,95.8,0.6,0.8,49643.0,13.8,5.4,38.0,23.4,86.9,0,1,1,1,1,1,2,4,4,4
46172,3307,20.1,51.1,22.0,1.1,57534.0,15.5,11.3,29.6,24.8,66.0,0,0,2,1,1,1,2,4,4,6
46173,2862,44.2,29.2,21.3,3.1,52578.0,19.0,6.6,20.9,24.0,76.9,0,0,0,3,0,0,0,0,0,0
46174,6553,59.3,13.4,21.1,3.2,40494.0,30.8,11.1,23.9,29.4,53.9,0,0,0,3,0,0,0,0,5,5
46175,4112,29.2,13.9,52.2,0.0,26051.0,36.5,14.2,23.5,36.3,42.4,0,0,2,3,3,3,3,5,8,8
46176,3443,62.4,18.2,16.8,0.0,38676.0,28.5,10.7,18.0,16.9,36.2,0,0,0,3,0,0,0,0,0,0
46177,3865,68.6,9.1,20.1,0.0,41875.0,28.4,6.3,11.0,25.9,45.1,0,0,0,3,0,0,0,0,0,0
46178,4325,60.0,12.2,26.1,0.2,27699.0,48.7,9.5,16.6,40.3,66.4,0,0,0,3,0,0,0,0,5,5
46179,4603,45.0,28.3,21.7,3.1,50664.0,14.8,4.2,30.6,28.4,72.4,0,0,0,3,0,0,0,0,0,0
46180,2663,56.8,14.3,18.3,4.6,44074.0,25.6,2.9,24.3,31.8,54.6,0,0,0,3,0,0,0,0,0,0
46181,3195,23.1,52.2,13.5,9.2,84125.0,4.5,6.0,36.5,23.8,85.6,0,1,1,1,1,1,1,1,1,4
46182,4969,39.4,31.0,21.5,3.7,47936.0,19.0,4.6,22.6,27.3,66.0,0,0,0,3,0,0,0,0,0,0
46183,6980,39.1,39.2,17.2,2.6,58872.0,18.3,6.0,29.6,19.9,81.5,0,1,1,1,1,1,2,4,0,0
46184,3224,14.9,67.1,13.3,2.0,49861.0,17.4,7.5,22.5,35.5,80.0,0,0,1,1,1,1,2,4,4,6
46185,3587,4.2,69.6,22.5,0.4,42516.0,20.1,7.4,27.4,20.2,66.2,0,1,1,1,1,1,2,4,4,6
46186,1859,5.8,85.8,1.4,1.4,52629.0,15.0,7.7,25.4,26.8,75.8,0,1,1,1,1,1,2,4,4,4
46187,4992,12.2,73.9,11.7,0.7,102974.0,2.1,2.8,36.8,14.5,80.9,0,1,1,1,1,1,1,1,1,1
46188,5181,16.2,67.3,12.1,1.3,94648.0,2.9,4.6,34.4,16.2,83.4,0,1,1,1,1,1,1,1,1,1
46189,4631,11.1,78.0,7.9,1.2,79728.0,7.9,9.3,46.5,18.2,84.4,0,1,1,1,1,1,1,1,1,1
46190,3648,21.5,66.4,9.4,1.0,77545.0,4.9,6.3,23.2,22.2,76.1,0,1,1,1,1,1,2,4,4,4
46191,4025,25.7,63.3,7.1,1.4,71017.0,6.4,2.0,36.7,18.0,81.4,0,1,1,1,1,1,1,1,1,4
46192,8197,24.5,54.5,12.2,4.6,83634.0,13.7,5.5,39.2,17.7,81.2,0,1,1,1,1,1,1,1,1,1
46193,7186,15.3,80.2,1.9,2.2,92692.0,4.2,5.3,42.3,15.0,87.0,0,1,1,1,1,1,1,1,1,1
46194,6781,15.8,71.7,6.0,1.0,70147.0,10.9,6.8,30.2,16.7,85.3,0,1,1,1,1,1,1,1,1,1
46195,4117,15.8,66.3,12.2,1.6,58015.0,9.9,6.8,24.5,25.9,74.0,0,1,1,1,1,1,2,4,4,4
46196,5630,12.1,79.1,4.1,1.0,83064.0,6.3,3.7,39.0,12.9,87.4,0,1,1,1,1,1,1,1,1,1
46197,3144,10.1,79.6,9.5,0.0,66250.0,15.5,2.9,39.2,22.7,82.0,0,1,1,1,1,1,2,4,4,4
46198,6090,10.6,85.8,1.3,1.6,92167.0,5.7,8.1,31.8,22.5,89.0,0,1,1,1,1,1,1,1,1,1
46199,4949,14.1,71.1,9.5,1.3,65417.0,11.2,8.9,32.8,15.9,79.8,0,1,1,1,1,1,2,4,4,4
46200,2646,20.8,41.0,22.6,8.3,89833.0,4.3,5.7,30.0,19.6,77.6,0,1,1,1,1,1,1,1,1,4
46201,4027,21.6,43.4,23.3,6.1,65344.0,7.7,4.1,28.5,25.1,88.6,0,1,1,1,1,1,2,4,4,4
46202,4391,21.8,49.0,25.2,0.5,65234.0,11.6,10.2,29.7,19.9,66.1,0,1,1,1,1,1,2,4,4,4
46203,7787,36.6,36.5,19.0,4.1,54402.0,15.7,5.8,29.3,16.1,75.6,0,1,1,1,1,1,1,1,0,0
46204,4091,14.0,75.2,7.7,1.0,69421.0,8.6,4.6,28.4,19.7,80.5,0,1,1,1,1,1,2,4,4,4
46205,6993,16.5,65.7,13.8,1.8,81722.0,12.5,2.2,33.5,22.2,84.5,0,1,1,1,1,1,1,1,1,1
46206,4123,5.4,90.1,0.6,1.8,52318.0,14.7,6.4,20.8,26.9,86.5,0,1,1,1,1,1,2,4,4,4
46207,3676,6.4,87.7,3.2,0.0,50958.0,13.7,5.6,24.5,22.8,88.0,0,1,1,1,1,1,2,4,4,4
46208,4697,9.0,80.7,1.8,4.0,93387.0,4.1,4.4,30.9,20.8,84.0,0,1,1,1,1,1,1,1,1,1
46209,4513,13.5,81.1,2.2,0.4,88689.0,5.7,6.3,35.2,22.9,78.4,0,1,1,1,1,1,1,1,1,4
46210,4621,15.0,73.0,6.3,2.7,67339.0,12.6,5.1,32.3,22.6,85.5,0,1,1,1,1,1,2,4,4,4
46211,2667,5.7,89.2,3.6,1.5,119583.0,2.5,6.4,44.4,17.7,84.4,0,1,1,1,1,1,1,1,1,1
46212,6474,12.2,74.6,7.9,4.1,99180.0,3.5,4.9,42.0,14.2,77.2,0,1,1,1,1,1,1,1,1,1
46213,3669,22.6,70.1,5.1,1.8,72768.0,9.0,5.2,41.0,16.7,73.7,0,1,1,1,1,1,1,1,1,4
46214,3721,10.7,79.9,1.6,3.1,102853.0,7.4,4.7,57.3,10.8,81.4,0,1,1,1,1,5,1,1,1,1
46215,5456,8.8,81.0,3.5,5.3,105417.0,7.7,4.3,42.5,14.0,78.7,0,1,1,1,1,1,1,1,1,1
46216,4259,30.1,52.2,12.0,1.7,87794.0,2.6,6.0,41.1,25.1,83.6,0,1,1,1,1,1,1,1,1,1
46217,3309,21.0,50.8,20.1,7.3,40615.0,12.2,7.6,26.5,25.8,89.8,0,1,1,1,1,1,2,4,4,4
46218,4141,32.3,50.7,10.0,1.2,60704.0,8.5,6.0,27.1,17.9,75.2,0,1,1,1,1,1,2,4,4,4
46219,4834,23.6,66.0,8.9,1.1,84688.0,2.2,4.0,39.7,18.2,82.4,0,1,1,1,1,1,1,1,1,1
46220,2815,6.9,88.9,0.0,1.6,100000.0,2.4,2.1,49.5,13.9,76.2,0,1,1,1,1,5,1,1,1,1
46221,4824,17.9,75.5,0.5,3.5,78483.0,5.4,9.5,37.7,14.8,80.6,0,1,1,1,1,1,1,1,1,1
46222,4852,6.3,90.2,0.0,2.9,104696.0,3.3,3.5,56.7,11.8,79.3,0,1,1,1,1,5,1,1,1,1
46223,5352,20.4,70.1,7.9,0.7,99153.0,2.5,6.6,38.4,14.9,79.6,0,1,1,1,1,1,1,1,1,1
46224,2054,23.2,70.9,2.4,2.8,69934.0,11.8,5.9,29.0,15.3,80.6,0,1,1,1,1,1,2,4,4,4
46225,7222,11.4,84.1,4.3,0.0,111619.0,4.5,3.4,30.4,22.8,80.0,0,1,1,1,1,1,1,1,1,1
46226,3097,17.9,68.6,9.7,3.2,86724.0,7.0,5.4,33.0,16.2,85.2,0,1,1,1,1,1,1,1,1,4
46227,6268,17.4,69.6,6.1,6.6,132930.0,10.6,5.9,44.6,15.3,72.5,0,1,1,1,1,5,1,1,1,1
46228,6541,10.3,73.3,5.9,4.2,100234.0,1.3,3.4,57.4,17.0,22.8,0,1,1,1,1,5,5,7,7,7
46229,2682,15.9,53.6,20.1,5.0,74500.0,4.2,4.3,38.1,21.2,78.8,0,1,1,1,1,1,1,4,4,4
46230,2929,14.1,72.1,6.5,3.2,84100.0,4.3,3.9,48.1,11.8,81.7,0,1,1,1,1,1,1,1,1,1
46231,4523,19.1,72.9,4.4,1.4,114811.0,4.8,8.4,43.5,11.8,74.6,0,1,1,1,1,5,1,1,1,1
46232,3955,30.8,54.2,5.3,8.2,80515.0,4.8,0.9,36.0,21.5,64.2,0,1,1,1,1,1,1,1,1,1
46233,6307,29.5,44.9,12.1,11.2,85357.0,9.7,6.7,35.4,21.6,68.4,0,1,1,1,1,1,1,1,1,0
46234,3768,16.5,75.6,3.6,3.6,105000.0,5.6,6.3,44.4,16.7,79.1,0,1,1,1,1,1,1,1,1,1
46235,6025,13.3,73.8,4.5,1.7,122964.0,2.1,2.2,52.4,11.8,73.7,0,1,1,1,1,5,1,1,1,1
46236,5062,28.5,48.6,12.5,8.1,79718.0,10.5,7.0,40.8,14.3,68.3,0,1,1,1,1,1,1,1,1,1
46237,6909,10.9,76.3,6.2,4.1,113264.0,2.3,1.0,45.3,17.4,79.2,0,1,1,1,1,5,1,1,1,1
46238,4567,13.1,78.9,3.7,0.6,90295.0,4.2,6.1,39.4,15.6,83.5,0,1,1,1,1,1,1,1,1,1
46239,4065,4.3,86.2,2.8,3.9,102330.0,3.9,6.2,42.9,16.0,78.2,0,1,1,1,1,1,1,1,1,1
46240,4923,4.8,87.1,6.8,0.0,95662.0,4.8,4.4,47.7,14.0,80.0,0,1,1,1,1,1,1,1,1,1
46241,7241,7.3,85.0,2.6,2.2,79188.0,2.9,5.9,38.7,21.9,70.9,0,1,1,1,1,1,1,1,1,1
46242,4029,8.3,70.8,17.2,1.2,105949.0,5.5,4.5,37.5,16.8,73.6,0,1,1,1,1,1,1,1,1,1
46243,6480,24.5,69.0,1.8,0.2,83260.0,6.5,6.0,31.8,17.4,74.1,0,1,1,1,1,1,1,1,1,1
46244,3552,9.0,81.4,3.6,3.9,104625.0,2.9,5.7,50.4,8.0,76.1,0,1,1,1,1,5,1,1,1,1
46245,5581,1.8,98.2,0.1,0.0,29522.0,56.8,6.2,38.1,8.7,30.6,0,1,1,1,1,1,2,3,3,6
46246,7006,3.2,96.0,0.0,0.0,39094.0,41.9,5.6,41.1,13.9,28.8,0,1,1,1,1,1,2,3,3,6
46247,4558,3.6,96.4,0.0,0.0,40411.0,38.4,3.8,30.6,16.5,41.9,0,1,1,1,1,1,2,4,4,6
46248,6550,1.8,98.0,0.0,0.0,24661.0,52.1,5.1,33.9,13.1,29.2,0,1,1,1,1,1,2,3,3,6
46249,5968,43.9,30.6,20.6,2.0,40049.0,19.1,3.7,20.4,25.9,70.1,0,0,0,3,0,0,0,0,0,0
46250,10256,17.7,62.9,11.3,4.9,95881.0,2.4,3.8,46.7,12.1,75.6,0,1,1,1,1,5,1,1,1,1
46251,3224,2.3,95.7,0.4,0.1,49302.0,14.1,5.7,30.5,15.2,78.6,0,1,1,1,1,1,2,4,4,4
46252,2613,4.4,80.6,6.9,4.2,50857.0,20.1,5.3,28.3,21.5,86.6,0,1,1,1,1,1,2,4,4,4
46253,3296,2.3,85.7,5.9,1.9,43806.0,13.4,4.5,33.2,20.9,76.2,0,1,1,1,1,1,2,4,4,4
46254,2541,11.5,79.5,7.6,1.4,36250.0,14.5,10.3,30.7,19.9,62.7,0,1,1,1,1,1,2,4,4,4
46255,7387,5.1,79.7,13.4,0.2,59974.0,11.1,8.5,33.7,15.7,85.2,0,1,1,1,1,1,1,1,1,4
46256,6082,7.8,78.4,10.6,0.0,36806.0,23.8,5.3,23.2,27.0,71.8,0,1,1,1,1,1,2,4,4,6
46257,4537,0.9,94.8,1.7,0.3,50043.0,15.6,5.4,23.3,19.1,84.1,0,1,1,1,1,1,2,4,4,4
46258,3809,8.6,88.2,1.2,0.4,45426.0,17.6,8.3,32.0,16.3,88.0,0,1,1,1,1,1,2,4,4,4
46259,3399,1.8,94.6,0.6,0.4,59510.0,15.2,4.5,29.1,12.7,79.1,0,1,1,1,1,1,2,4,4,4
46260,4696,2.7,94.0,1.6,0.0,55495.0,11.7,7.7,28.5,11.8,82.0,0,1,1,1,1,1,2,4,4,4
46262,3760,3.0,94.3,0.9,0.0,53462.0,16.6,9.4,22.9,18.9,82.0,0,1,1,1,1,1,2,4,4,4
46263,3817,0.4,97.7,0.1,0.4,58750.0,13.2,5.6,32.0,20.7,87.6,0,1,1,1,1,1,2,4,4,4
46264,2132,0.8,97.0,0.0,0.3,36302.0,22.3,12.8,30.0,20.6,81.7,0,1,1,1,1,1,2,4,4,6
