,TotalPop,Hispanic,White,Black,Asian,Income,Poverty,Unemployment,Professional,Service,Drive,1,2,3,4,5,6,7,8,9,10
46265,3510,1.1,97.9,0.9,0.0,51032.0,22.4,6.5,31.3,16.6,74.7,0,1,1,1,1,1,2,4,4,4
46266,5127,0.8,95.4,0.5,0.3,61062.0,13.5,7.5,36.7,21.1,84.5,0,1,1,1,1,1,2,4,4,4
46267,5843,0.9,97.3,0.1,0.5,51121.0,18.1,9.1,26.2,17.2,81.6,0,1,1,1,1,1,2,4,4,4
46268,4902,0.0,98.5,0.0,0.0,57010.0,6.6,7.8,29.3,17.7,89.0,0,1,1,1,1,1,2,4,4,4
46269,4179,0.9,97.3,0.3,0.0,58141.0,16.5,6.3,25.8,18.7,88.8,0,1,1,1,1,1,2,4,4,4
46270,4286,0.8,96.7,1.3,0.5,46723.0,15.6,6.8,30.6,21.2,89.2,0,1,1,1,1,1,2,4,4,4
46271,5003,0.2,96.3,0.5,0.9,61579.0,11.3,8.4,26.5,13.7,80.2,0,1,1,1,1,1,2,4,4,4
46272,3611,0.3,96.5,0.0,1.2,50587.0,13.7,6.9,30.1,18.3,89.5,0,1,1,1,1,1,2,4,4,4
46273,2388,2.4,91.2,0.2,1.5,41217.0,21.7,7.7,24.8,17.8,80.4,0,1,1,1,1,1,2,4,4,4
46274,5903,0.8,97.0,0.1,0.2,63043.0,14.1,6.8,27.5,12.9,76.9,0,1,1,1,1,1,2,4,4,4
46275,5792,1.6,96.9,0.1,0.0,59097.0,15.3,12.4,26.8,18.8,81.6,0,1,1,1,1,1,2,4,4,4
46276,3599,6.1,93.0,0.1,0.0,35179.0,40.4,15.7,20.6,20.7,74.4,0,0,2,1,3,3,2,4,4,6
46277,2288,8.9,88.9,0.9,0.0,33210.0,39.8,19.5,17.8,20.3,82.0,0,0,2,3,3,3,2,5,8,6
46278,2978,0.9,98.0,0.2,0.5,44700.0,11.1,4.9,28.1,21.5,81.6,0,1,1,1,1,1,2,4,4,4
46279,2644,2.5,95.8,0.0,0.0,43946.0,13.4,11.2,31.6,22.7,82.7,0,1,1,1,1,1,2,4,4,4
46280,6627,3.8,93.6,0.8,0.0,53316.0,22.1,10.4,33.3,25.3,81.3,0,1,1,1,1,1,2,4,4,4
46281,4701,1.6,94.4,0.6,0.6,49386.0,18.4,10.5,20.7,21.6,79.4,0,1,1,1,1,1,2,4,4,4
46282,7938,5.1,84.9,5.3,2.4,77263.0,13.8,9.9,28.4,32.9,69.9,0,1,1,1,1,1,2,4,4,4
46283,1556,1.2,97.6,0.1,0.3,68333.0,8.7,2.3,42.7,13.4,86.9,0,1,1,1,1,1,2,4,4,4
46284,2859,0.0,97.4,0.5,1.0,53920.0,12.6,8.1,19.9,21.9,88.6,0,1,1,1,1,1,2,4,4,4
46285,6667,4.2,94.0,0.0,1.1,59110.0,12.8,5.1,34.2,18.6,82.4,0,1,1,1,1,1,1,4,4,4
46286,2846,3.8,89.2,3.7,0.6,29680.0,33.3,6.5,29.1,32.8,74.3,0,1,1,1,1,1,2,4,4,6
46287,3540,4.9,89.1,1.3,1.1,33785.0,41.3,11.2,29.9,22.6,67.7,0,1,1,1,3,1,2,4,4,6
46288,3852,4.5,92.0,0.7,0.9,61085.0,17.8,8.1,42.3,21.4,85.0,0,1,1,1,1,1,2,4,4,4
46289,4052,5.9,88.5,1.5,1.3,34575.0,32.1,11.0,36.8,23.1,84.1,0,1,1,1,1,1,2,4,4,6
46290,3433,4.3,92.7,0.3,1.7,39085.0,17.3,5.5,23.5,16.0,75.7,0,1,1,1,1,1,2,4,4,4
46292,4537,1.3,96.7,0.6,0.9,58421.0,9.4,4.7,38.0,15.6,74.4,0,1,1,1,1,1,2,4,4,4
46293,2047,0.8,95.2,0.3,1.1,49345.0,16.3,6.3,36.1,24.8,79.7,0,1,1,1,1,1,2,4,4,4
46294,3794,2.1,89.7,1.6,3.9,69583.0,9.1,5.8,56.7,17.2,64.6,0,1,1,1,1,1,1,1,1,1
46295,3868,0.9,95.8,0.6,1.5,50616.0,12.9,6.2,29.7,13.8,77.6,0,1,1,1,1,1,2,4,4,4
46296,5282,1.4,96.5,0.7,0.5,53833.0,11.9,7.7,33.9,16.8,77.6,0,1,1,1,1,1,2,4,4,4
46297,2937,0.5,97.2,1.0,0.4,55383.0,14.0,4.5,33.4,19.7,81.1,0,1,1,1,1,1,2,4,4,4
46298,1807,0.9,95.0,0.8,0.8,53250.0,11.0,4.4,31.2,20.2,80.3,0,1,1,1,1,1,2,4,4,4
46299,3948,3.4,93.4,1.3,0.0,46397.0,17.1,6.4,28.9,21.6,82.5,0,1,1,1,1,1,2,4,4,4
46300,5088,6.2,85.4,4.7,1.3,55972.0,22.2,4.1,44.1,17.6,75.7,0,1,1,1,1,1,2,4,4,4
46301,2461,5.9,86.7,4.2,2.2,53145.0,15.6,10.9,42.6,25.6,76.3,0,1,1,1,1,1,2,4,4,4
46302,3420,2.6,92.7,0.6,2.6,44022.0,28.5,7.1,57.2,14.4,70.2,0,1,1,1,1,1,2,4,4,4
46303,2856,12.6,76.6,6.5,0.7,25920.0,34.9,11.1,25.1,34.5,56.4,0,0,2,3,3,3,2,4,8,6
46304,1975,6.5,83.7,4.3,3.7,75750.0,10.8,3.7,35.1,28.6,49.7,0,1,1,1,1,1,2,4,4,4
46305,3220,12.3,73.4,3.8,4.3,71563.0,0.0,7.9,26.5,38.9,21.4,0,1,1,1,1,1,2,3,4,0
46306,5598,1.6,95.7,0.4,0.5,52869.0,12.4,5.1,32.5,21.2,89.2,0,1,1,1,1,1,2,4,4,4
46307,3688,1.1,96.4,0.0,0.6,49844.0,16.4,14.3,36.4,13.9,77.0,0,1,1,1,1,1,2,4,4,4
46308,4224,3.6,95.1,0.4,0.0,50801.0,15.8,5.5,26.1,20.3,84.1,0,1,1,1,1,1,2,4,4,4
46309,3506,14.5,76.4,5.9,1.3,95238.0,1.6,4.7,34.9,20.8,82.7,0,1,1,1,1,1,1,1,1,1
46310,8468,19.4,70.5,4.4,4.5,92083.0,14.8,4.5,38.4,15.6,71.0,0,1,1,1,1,1,1,1,1,1
46311,4690,26.2,67.1,2.6,1.4,80324.0,6.3,4.9,30.2,18.2,84.6,0,1,1,1,1,1,1,1,1,4
46312,3511,14.4,75.2,8.7,1.6,102054.0,3.1,8.0,37.0,20.4,79.5,0,1,1,1,1,1,1,1,1,1
46313,5205,8.1,86.2,3.4,0.2,112823.0,4.2,6.6,38.6,20.1,84.7,0,1,1,1,1,1,1,1,1,1
46314,3844,4.8,92.5,1.1,0.4,126369.0,3.4,5.5,44.9,16.7,58.5,0,1,1,1,1,5,1,1,1,1
46315,2553,8.1,86.3,0.6,1.8,95000.0,4.3,4.2,54.1,17.5,52.0,0,1,1,1,1,5,1,1,1,1
46316,3366,8.5,78.8,3.8,3.3,110833.0,7.3,5.0,50.4,12.2,68.3,0,1,1,1,1,5,1,1,1,1
46317,7512,9.9,83.2,1.8,1.1,108000.0,4.5,4.3,47.8,14.6,80.1,0,1,1,1,1,5,1,1,1,1
46318,4193,11.9,87.6,0.0,0.0,122614.0,2.6,2.3,47.8,11.0,82.7,0,1,1,1,1,5,1,1,1,1
46319,5801,9.5,87.5,0.4,1.4,110542.0,1.3,4.8,38.2,14.2,75.7,0,1,1,1,1,1,1,1,1,1
46320,7085,13.9,82.9,0.0,2.9,101985.0,5.6,5.3,38.5,25.4,72.6,0,1,1,1,1,1,1,1,1,1
46321,3945,8.5,89.4,0.0,1.3,88000.0,3.1,4.9,45.2,13.9,78.0,0,1,1,1,1,1,1,1,1,1
46322,4950,9.8,83.6,1.7,2.2,108125.0,2.0,7.1,54.2,15.9,78.1,0,1,1,1,1,5,1,1,1,1
46323,6392,14.3,75.9,2.0,6.1,93287.0,4.3,9.4,39.3,7.8,77.1,0,1,1,1,1,1,1,1,1,1
46324,6155,7.9,87.8,1.8,2.5,114519.0,2.5,6.6,37.5,16.3,81.6,0,1,1,1,1,1,1,1,1,1
46325,4929,9.3,88.7,0.7,1.2,103286.0,3.5,4.5,45.8,15.2,69.0,0,1,1,1,1,5,1,1,1,1
46326,7818,30.9,61.2,2.2,3.4,86531.0,6.8,4.8,37.4,20.8,66.0,0,1,1,1,1,1,1,1,1,1
46327,5541,14.9,80.6,2.8,1.3,98182.0,2.6,4.3,43.1,15.6,82.1,0,1,1,1,1,1,1,1,1,1
46328,7575,7.4,58.5,5.1,23.7,137147.0,8.8,1.8,79.0,3.8,11.6,0,1,1,1,1,5,5,7,7,7
46329,3323,66.3,15.1,0.7,16.7,67619.0,13.2,6.5,17.0,30.2,32.0,0,0,0,3,0,0,0,0,0,0
46330,5231,63.3,8.7,3.8,22.6,59566.0,15.0,4.1,17.4,33.3,19.6,0,0,0,3,0,0,0,0,0,0
46331,4142,63.0,10.1,3.0,23.2,80352.0,5.9,6.8,24.8,24.9,27.9,0,0,0,0,0,0,0,0,0,0
46332,6132,18.1,54.7,0.9,22.1,123658.0,5.7,5.6,69.2,10.6,11.3,0,1,1,1,1,5,5,7,7,7
46333,3679,56.8,14.2,2.4,24.3,70324.0,15.4,8.2,23.9,26.3,33.6,0,0,0,0,0,0,0,0,0,0
46334,4305,66.6,10.9,3.2,18.4,79432.0,13.2,3.1,21.0,41.2,24.3,0,0,0,3,0,0,0,0,0,0
46335,4392,58.8,19.9,1.8,17.9,65392.0,11.4,5.2,28.2,29.2,30.8,0,0,0,0,0,0,0,0,0,0
46336,3903,59.4,16.5,3.7,20.2,64535.0,4.6,8.2,19.3,29.4,19.5,0,0,0,0,0,0,0,0,0,0
46337,2848,65.8,11.6,4.8,16.8,78359.0,12.4,7.9,31.4,28.3,26.3,0,0,0,3,0,0,0,0,0,0
46338,3129,53.2,14.0,3.4,22.8,67279.0,12.8,7.5,26.6,31.9,29.6,0,0,0,0,0,0,0,0,0,0
46339,2347,8.0,48.5,2.1,38.9,130917.0,11.3,2.4,72.0,5.2,9.0,0,1,1,0,4,5,5,7,7,7
46340,2009,50.1,12.4,0.2,36.9,89226.0,10.6,9.5,35.0,22.6,23.9,0,0,0,0,4,4,4,6,6,9
46341,2351,59.2,18.4,5.3,16.0,70833.0,9.8,10.5,22.0,34.4,29.9,0,0,0,3,0,0,0,0,0,0
46342,2355,48.6,7.9,5.4,31.9,70089.0,12.5,10.6,29.0,27.1,28.7,0,0,0,0,4,4,4,6,6,9
46343,7411,33.7,4.6,46.9,9.6,18060.0,38.6,18.4,5.9,38.0,5.7,0,0,2,3,3,3,3,5,5,8
46344,2476,57.4,12.3,4.8,22.0,80677.0,12.7,4.2,31.8,20.0,29.1,0,0,0,0,4,4,4,3,0,0
46345,3216,55.7,15.4,3.1,20.2,63438.0,15.5,7.0,18.6,26.9,26.9,0,0,0,0,0,0,0,0,0,0
46346,1528,53.0,20.0,5.0,12.9,43152.0,27.9,12.5,40.8,22.6,38.3,0,0,0,3,0,0,0,0,0,0
46347,1015,59.6,26.5,2.8,11.1,56250.0,13.7,5.0,36.0,21.0,7.9,0,0,0,0,0,0,0,3,0,0
46348,1688,55.8,10.5,4.3,26.8,61411.0,21.2,8.7,25.4,24.6,33.2,0,0,0,0,4,4,4,6,0,0
46349,2966,25.4,33.0,1.1,34.8,62961.0,19.7,6.7,44.3,19.2,7.7,0,0,0,0,4,4,4,6,6,9
46350,2561,60.8,11.7,3.0,20.5,71000.0,19.3,8.6,24.1,30.9,33.0,0,0,0,3,0,0,0,0,0,0
46351,3748,42.7,14.2,1.1,36.1,79549.0,7.9,6.8,34.8,22.1,27.9,0,0,0,0,4,4,4,6,6,9
46353,2681,61.2,13.5,5.6,17.6,73281.0,13.3,6.4,26.5,33.3,23.6,0,0,0,3,0,0,0,0,0,0
46354,1690,47.6,34.7,3.0,12.3,43194.0,27.8,13.2,29.7,25.5,17.4,0,0,0,3,0,0,0,0,0,0
46355,2422,47.3,25.0,2.1,22.7,72250.0,13.3,9.4,27.5,27.0,27.9,0,0,0,0,4,4,4,6,0,0
46356,1764,41.2,6.2,4.5,40.1,84028.0,21.0,2.2,17.4,39.3,26.5,0,0,0,0,4,4,4,6,6,9
46357,4665,42.4,8.6,2.3,45.8,51288.0,25.4,11.0,22.7,26.1,31.0,0,0,0,0,4,4,4,6,6,9
46358,2671,52.2,3.7,30.5,6.4,25500.0,39.7,13.2,19.0,42.8,16.8,0,0,0,3,0,3,3,5,5,5
46359,4130,26.0,9.7,5.4,53.3,57917.0,26.5,6.3,23.8,29.6,37.5,0,0,0,0,4,4,4,6,6,9
46360,3639,18.9,50.6,3.4,23.9,82662.0,7.3,8.3,54.7,16.3,15.0,0,1,1,0,4,4,5,3,3,3
46361,4037,39.7,24.0,22.5,10.6,34063.0,18.6,10.1,30.0,27.9,6.5,0,0,0,3,0,0,0,0,0,0
46363,2056,13.5,20.5,0.7,64.4,47786.0,24.8,16.9,39.0,24.3,7.1,0,0,0,0,4,4,4,6,6,9
46364,2701,32.1,16.0,7.0,40.4,59234.0,13.4,9.3,24.7,29.0,24.7,0,0,0,0,4,4,4,6,6,9
46365,4926,30.0,41.8,1.7,17.0,62250.0,10.1,10.3,55.2,13.6,6.4,0,1,0,0,4,4,5,3,3,3
46366,5710,38.4,19.5,7.2,25.5,65172.0,19.1,7.2,27.2,24.9,33.4,0,0,0,0,4,4,4,6,0,0
46367,886,40.1,27.0,1.4,25.7,60179.0,14.7,4.2,33.5,24.6,10.6,0,0,0,0,4,4,4,6,6,9
46368,4262,33.1,35.8,3.1,25.6,62177.0,21.8,10.0,43.1,19.2,12.8,0,0,0,0,4,4,4,3,3,3
46369,6202,45.7,29.2,6.0,14.8,71702.0,11.5,8.8,34.5,15.8,42.5,0,0,0,0,4,0,0,3,0,0
46370,4260,28.1,57.3,1.4,9.5,80194.0,9.0,5.6,52.6,18.4,13.5,0,1,1,1,1,5,5,3,3,3
46371,5750,21.5,52.3,1.7,21.8,64588.0,12.1,6.0,48.2,20.3,8.2,0,1,0,0,4,4,4,3,3,3
46372,6559,35.4,57.0,1.7,3.9,58685.0,13.5,10.5,32.7,10.4,60.1,0,1,1,1,1,1,1,3,1,0
46373,7014,36.6,48.0,6.5,6.6,51250.0,22.1,7.7,36.9,16.5,54.8,0,1,0,1,1,1,2,3,0,0
46374,5340,24.2,56.3,0.9,15.8,72264.0,16.8,5.9,69.0,13.8,6.7,0,1,1,0,4,5,5,3,3,3
46375,3472,17.1,65.0,1.8,13.5,63214.0,15.3,3.4,44.9,24.8,10.0,0,1,1,0,4,4,4,3,3,3
46376,3764,24.9,48.9,3.0,18.4,80747.0,10.5,5.9,49.5,14.1,12.2,0,1,1,0,4,5,5,3,3,3
46377,4380,33.0,42.4,3.1,21.1,58879.0,15.2,9.1,40.6,24.6,13.9,0,0,0,0,4,4,4,3,3,0
46378,3539,18.3,54.3,1.7,22.9,72302.0,13.3,3.3,56.0,14.2,10.3,0,1,1,0,4,5,5,3,3,3
46379,4330,20.6,47.6,1.7,27.7,69719.0,18.8,4.7,55.5,21.6,9.1,0,1,0,0,4,4,4,3,3,3
46380,4252,21.9,52.8,0.7,20.8,81716.0,8.1,6.1,64.2,18.5,14.8,0,1,1,0,4,5,5,3,3,3
46381,1828,25.1,45.6,0.4,25.2,81667.0,15.4,2.9,51.5,14.9,11.6,0,1,1,0,4,4,4,3,3,3
46382,3376,38.0,33.1,3.5,21.9,50072.0,23.7,4.9,34.6,29.3,13.6,0,0,0,0,4,4,4,3,0,0
46383,1418,47.6,29.4,2.3,13.9,57431.0,13.0,10.7,36.1,24.8,19.7,0,0,0,0,4,0,0,3,0,0
46384,2935,35.0,30.5,7.5,24.6,50417.0,16.9,5.3,29.4,27.6,15.8,0,0,0,0,4,4,4,6,0,0
46385,1090,31.8,34.4,7.7,19.1,43750.0,28.2,10.1,29.3,32.7,20.5,0,0,0,3,4,4,4,3,0,0
46386,2920,45.4,27.8,0.7,22.9,78833.0,11.8,13.4,35.6,24.6,36.3,0,0,0,0,4,4,4,3,0,0
46387,5089,43.3,6.7,47.4,1.8,27544.0,36.1,16.4,19.7,38.9,15.2,0,0,2,3,3,3,3,5,5,8
46388,3772,47.9,38.1,5.7,7.0,86731.0,5.7,6.8,30.5,17.0,43.6,0,1,0,1,1,1,1,3,0,0
46389,2657,25.8,55.9,3.5,13.9,65354.0,9.9,7.1,49.2,24.5,26.6,0,1,1,0,4,4,4,3,3,3
46390,2717,25.1,7.0,7.9,54.5,53674.0,14.5,11.7,22.5,25.1,23.6,0,0,0,0,4,4,4,6,6,9
46391,2521,12.0,66.1,4.6,15.3,68621.0,13.6,6.4,55.2,11.2,20.6,0,1,1,1,1,5,5,3,3,3
46392,4006,22.6,5.7,9.4,32.1,87880.0,8.9,8.4,28.9,24.3,42.3,0,0,0,0,4,4,4,6,6,9
46393,3561,10.9,67.8,1.7,17.1,87034.0,6.3,4.4,62.5,7.9,16.4,0,1,1,1,1,5,5,7,7,3
46394,2859,20.6,1.1,14.8,27.8,66000.0,21.6,11.6,21.7,27.6,23.6,0,0,0,0,4,4,4,6,6,9
46396,4485,27.5,2.6,24.0,27.1,92816.0,10.2,13.5,27.8,16.9,32.6,0,0,0,0,4,4,4,6,6,0
46397,2490,13.1,71.0,0.4,11.6,63309.0,11.6,7.2,44.2,20.4,21.8,0,1,1,1,1,1,2,3,3,3
46398,3085,33.9,7.7,14.3,30.9,52443.0,8.1,14.5,19.6,27.3,32.0,0,0,0,0,4,4,4,6,6,9
46399,3837,22.9,58.1,4.0,14.3,64189.0,7.2,3.6,46.6,16.1,26.3,0,1,1,1,1,5,1,3,3,3
46400,3556,12.7,7.0,26.2,17.9,67589.0,7.4,10.1,27.0,24.4,29.0,0,0,0,0,4,4,4,2,2,0
46401,4091,32.3,46.8,3.7,15.2,48030.0,19.8,12.6,28.5,27.3,25.7,0,0,0,3,0,0,0,3,0,0
46402,4161,14.3,2.8,14.7,28.8,64716.0,14.4,12.7,26.5,26.2,33.4,0,0,0,0,4,4,4,6,6,9
46404,3536,24.2,3.7,8.1,34.7,59779.0,16.8,6.7,17.8,27.3,23.6,0,0,0,0,4,4,4,6,6,9
46405,3426,25.5,9.8,9.3,29.3,71776.0,18.6,6.8,16.7,30.9,23.6,0,0,0,0,4,4,4,6,6,9
46406,3419,21.9,53.0,3.4,19.0,71570.0,8.4,5.1,53.5,14.6,14.8,0,1,1,0,4,5,5,3,3,3
46407,2321,27.2,19.2,4.7,40.4,54113.0,17.4,13.1,31.3,22.3,29.2,0,0,0,0,4,4,4,6,6,9
46408,4554,29.7,49.0,1.3,19.2,72861.0,7.6,5.9,51.9,10.9,12.9,0,1,1,0,4,5,5,3,3,3
46409,1277,51.5,11.0,14.4,22.7,42321.0,10.5,10.9,8.3,40.9,26.4,0,0,0,3,0,0,0,0,0,0
46410,2252,18.5,61.4,0.5,13.4,74688.0,7.3,3.3,61.3,16.1,17.4,0,1,1,1,1,5,5,3,3,3
46411,2226,30.7,13.0,7.4,39.3,64167.0,15.8,5.2,28.7,24.3,29.6,0,0,0,0,4,4,4,6,6,9
46412,3866,19.9,64.6,1.7,12.2,59934.0,9.8,3.4,47.9,16.5,14.9,0,1,1,1,1,5,5,3,3,3
46413,2644,31.3,4.9,7.7,39.4,56921.0,20.8,9.3,25.4,20.7,38.6,0,0,0,0,4,4,4,6,6,9
46414,1565,27.7,59.2,0.6,8.2,63750.0,16.6,5.7,45.9,14.5,9.5,0,1,1,0,1,1,2,3,3,3
46415,2456,19.0,4.8,3.5,61.7,46071.0,27.4,11.8,20.0,20.7,33.5,0,0,0,0,4,4,4,6,6,9
46416,2241,16.5,68.9,2.8,9.5,60119.0,8.6,5.4,45.1,15.7,22.7,0,1,1,1,1,1,2,3,3,3
46417,3293,35.5,6.9,4.2,42.8,61563.0,20.5,7.5,27.7,23.8,30.5,0,0,0,0,4,4,4,6,6,9
46418,2812,21.0,66.5,3.1,6.9,83155.0,7.5,7.4,49.2,16.9,18.7,0,1,1,1,1,5,5,3,3,3
46419,3096,48.8,7.3,12.4,23.7,69265.0,13.9,6.2,25.4,28.9,31.8,0,0,0,0,4,4,0,0,0,0
46420,1883,22.1,62.9,1.5,10.2,77011.0,6.7,6.6,45.7,20.9,15.5,0,1,1,1,1,1,2,3,3,3
46421,2889,59.8,7.1,10.0,14.9,70179.0,14.0,8.6,19.4,30.5,23.6,0,0,0,3,0,0,0,0,0,0
46422,2736,52.1,11.6,1.2,33.0,64000.0,13.6,8.1,21.6,34.8,25.6,0,0,0,0,4,4,4,6,6,9
46423,2357,47.3,34.2,3.2,14.3,63490.0,13.0,6.7,40.5,23.0,28.2,0,0,0,0,4,4,4,3,0,0
46424,1598,25.1,33.6,9.1,25.6,63409.0,14.1,3.4,32.2,24.4,37.7,0,0,0,0,4,4,4,3,6,9
46425,2456,36.9,41.1,6.3,12.5,66250.0,19.5,6.5,37.2,22.2,44.6,0,0,0,0,4,4,2,3,3,0
46426,5719,20.0,47.0,7.7,22.2,63448.0,17.9,6.0,45.2,15.1,32.3,0,1,1,0,4,4,4,3,3,3
46427,1607,9.6,85.6,0.0,3.6,67132.0,6.5,7.0,43.3,17.8,46.1,0,1,1,1,1,1,2,3,3,4
46428,1981,26.3,60.8,5.0,6.4,66645.0,8.0,3.5,50.5,13.4,24.7,0,1,1,1,1,5,5,3,3,3
46429,1609,16.1,74.1,1.1,7.3,69500.0,8.1,4.1,56.9,10.5,15.2,0,1,1,1,1,5,5,3,3,3
46430,3740,29.5,32.6,3.5,31.5,60753.0,15.3,4.9,43.9,23.0,25.2,0,0,0,0,4,4,4,6,6,9
46431,3926,27.4,46.4,6.4,17.2,66917.0,8.2,2.7,43.4,12.1,37.2,0,1,1,0,1,5,1,3,3,3
46432,1822,38.0,43.6,2.9,14.1,61154.0,12.4,7.8,37.4,31.6,8.7,0,0,0,0,4,4,4,3,0,0
46433,4285,43.7,4.0,11.3,30.7,65625.0,18.8,7.1,17.9,27.6,27.0,0,0,0,0,4,4,4,6,0,9
46434,2674,41.9,6.9,7.4,35.0,79915.0,16.2,7.0,22.1,36.2,19.3,0,0,0,0,4,4,4,6,6,9
46435,4074,30.6,48.3,1.0,17.2,63487.0,15.8,7.2,38.3,22.6,18.8,0,0,0,0,4,4,4,3,3,3
46436,2082,37.9,3.4,7.3,43.6,49400.0,19.3,4.2,20.7,25.1,35.8,0,0,0,0,4,4,4,6,6,9
46437,2267,16.0,72.8,2.2,7.8,65313.0,19.5,10.4,44.8,20.4,17.8,0,1,1,1,1,1,2,3,3,3
46438,3224,16.6,67.3,2.7,12.1,79118.0,6.8,8.5,55.4,16.1,23.7,0,1,1,1,1,5,5,3,3,3
46439,2189,31.7,4.5,7.7,30.0,65000.0,10.9,14.7,17.2,23.6,32.0,0,0,0,0,4,4,4,6,6,9
46440,2233,24.5,60.7,0.8,13.5,68152.0,4.3,6.9,47.6,20.6,15.1,0,1,1,0,4,4,4,3,3,3
46441,2799,21.7,1.2,5.5,38.4,72719.0,9.0,6.5,16.8,20.9,28.8,0,0,0,0,4,4,4,6,6,9
46442,2455,15.1,69.9,2.0,12.5,69519.0,13.1,7.2,50.3,20.0,10.5,0,1,1,0,1,5,5,3,3,3
46443,3037,26.5,4.1,14.1,33.2,56522.0,23.3,7.9,20.0,25.7,36.8,0,0,0,0,4,4,4,6,6,9
46444,2018,24.9,46.3,4.0,18.4,60577.0,10.9,3.5,41.9,24.0,16.5,0,1,0,0,4,4,4,3,3,3
46445,2637,20.5,3.5,11.1,37.8,61815.0,14.7,11.6,15.4,26.4,31.1,0,0,0,0,4,4,4,6,6,9
46446,2471,22.3,55.8,1.9,16.3,76319.0,10.2,3.9,47.4,21.7,11.7,0,1,1,0,4,4,4,3,3,3
46447,3284,11.9,4.0,12.1,40.9,61917.0,12.6,8.5,17.0,29.0,26.8,0,0,0,0,4,4,4,6,6,9
46448,1486,24.0,38.2,1.9,32.2,54792.0,23.0,5.3,40.3,23.6,8.1,0,0,0,0,4,4,4,6,6,9
46449,3782,12.0,0.7,30.3,27.3,62625.0,18.2,12.7,17.2,24.7,45.9,0,0,0,0,4,4,4,6,6,9
46450,4722,21.9,5.3,23.2,17.4,64219.0,11.6,9.9,21.9,21.1,31.3,0,0,0,0,4,4,4,3,0,0
46451,3948,25.2,58.8,1.3,11.8,51397.0,17.3,3.9,38.4,21.4,9.6,0,1,0,0,4,4,4,3,3,3
46452,2482,49.2,32.0,0.2,17.0,51964.0,18.3,10.7,35.2,23.9,7.3,0,0,0,0,0,0,0,3,0,0
46453,3558,46.5,15.0,23.1,15.5,20920.0,30.6,8.5,36.5,26.0,7.9,0,0,0,3,0,0,0,0,0,0
46454,3852,18.8,3.0,29.5,23.9,76414.0,7.7,10.0,20.5,23.5,38.5,0,0,0,0,4,4,4,6,6,0
46455,3585,30.3,2.8,15.8,20.7,56852.0,7.4,4.9,23.2,33.0,24.5,0,0,0,0,4,4,4,6,0,0
46456,3314,25.5,3.2,12.0,27.4,82700.0,12.0,6.9,23.6,22.9,40.8,0,0,0,0,4,4,4,6,6,9
46457,6038,27.0,36.7,2.1,31.8,56541.0,6.5,4.0,51.3,14.0,19.9,0,1,1,0,4,4,4,3,3,3
46458,2800,9.5,2.2,29.6,35.9,75100.0,10.8,11.7,18.7,29.9,43.6,0,0,0,0,4,4,4,6,6,9
46460,2115,12.0,2.5,30.4,32.3,63920.0,9.5,6.2,21.6,31.6,43.2,0,0,0,0,4,4,4,6,6,9
46461,2474,25.6,1.6,37.6,17.5,63173.0,10.3,10.4,28.2,19.5,42.4,0,0,2,2,2,2,6,2,2,0
46462,2423,16.6,3.7,41.6,19.5,62337.0,10.6,9.9,20.3,23.6,46.4,0,0,2,2,2,2,6,2,2,2
46463,2284,27.2,0.3,35.0,12.7,56667.0,10.9,10.0,21.8,22.5,48.1,0,0,2,2,2,2,6,2,0,0
46464,967,35.2,24.4,3.0,35.8,43750.0,12.8,9.0,32.0,20.9,21.1,0,0,0,0,4,4,4,6,6,9
46465,1457,18.7,15.6,18.2,21.1,66739.0,15.7,20.1,27.2,17.7,45.0,0,0,2,0,3,3,4,5,8,8
46466,3581,46.5,31.6,1.2,19.8,53443.0,23.5,5.6,41.0,21.3,13.3,0,0,0,0,4,4,4,3,0,0
46467,3539,21.2,57.3,1.4,17.0,62733.0,10.3,3.1,46.3,20.5,8.8,0,1,1,0,4,4,4,3,3,3
46468,2538,18.1,1.7,46.8,15.3,54330.0,12.8,11.8,15.2,27.3,43.2,0,0,2,2,2,2,6,2,2,2
46469,6461,31.1,47.0,0.6,18.7,70992.0,14.2,5.5,47.1,23.4,11.9,0,1,0,0,4,4,4,3,3,3
46470,2118,8.4,0.0,81.6,1.8,63667.0,9.5,6.4,28.0,25.3,37.3,0,0,2,2,2,2,6,2,2,2
46471,2448,15.0,3.2,66.3,5.5,65458.0,17.6,12.2,21.8,28.8,40.2,0,0,2,2,2,2,6,2,2,2
46472,3333,30.2,40.4,3.8,23.9,70066.0,16.4,3.1,51.0,20.2,13.0,0,1,0,0,4,4,4,3,3,3
46473,3610,33.4,45.8,0.5,19.6,73917.0,11.9,3.4,44.0,27.4,8.3,0,1,0,0,4,4,4,3,3,3
46474,2098,14.5,0.6,64.8,9.4,73264.0,11.9,8.6,20.7,32.1,36.7,0,0,2,2,2,2,6,2,2,2
46475,2923,22.4,34.7,3.3,37.4,73500.0,7.1,2.3,36.1,24.1,23.1,0,1,0,0,4,4,4,6,6,9
46476,1399,15.3,0.1,65.6,11.0,78194.0,11.7,8.8,21.0,26.0,43.8,0,0,2,2,2,2,6,2,2,2
46477,3644,41.1,28.6,1.8,25.7,67618.0,11.0,4.5,37.6,26.1,18.9,0,0,0,0,4,4,4,6,0,0
